id,income,age,rooms,bedrooms,population,people_per_house,location,outcome
1148,3.2699,34.0,4.828859060402684,1.0973154362416107,708.0,2.3758389261744965,34.69;-118.14,0.0
1149,3.0101,twelve,4.74845869297164,1.0567200986436498,-473.0,2.6744759556103577,34.58_-118.08,0.0
1150,1.6009,39.0,5.12183908045977,1.2459770114942528,1516.0,3.485057471264368,35.39_-118.99,0.0
1151,2.6739,16.0,5.603174603174603,1.0803571428571428,2524.0,2.503968253968254,34.12_-116.4,0.0
1152,1.8519,fifty-two,2.654450261780105,1.1047120418848169,1055.0,2.761780104712042,37.78;-122.41,0.0
1153,2.8036,15.0,5.950282485875706,1.1649717514124294,2147.0,2.4259887005649716,41.38;-122.28,0.0
1154,3.3889,ten,4.472602739726027,0.821917808219178,-427.0,2.787671232876712,38.89;-121.29,0.0
1155,3.1369,14.0,4.974666666666667,1.0293333333333334,1679.0,2.2386666666666666,38.0_-121.33,0.0
1156,4.6197,twenty-one,3.7019328585961344,1.0193285859613428,1489.0,1.5147507629704984,34.05;-118.46,1.0
1157,4.1058,25.0,6.507518796992481,1.169172932330827,810.0,3.045112781954887,37.33;-120.65,0.0
1158,6.256,thirty-six,6.259067357512953,1.0207253886010363,1115.0,2.88860103626943,33.82;-118.37,1.0
1159,5.1121,19.0,5.618852459016393,1.0478142076502732,-733.0,2.740437158469945,37.06;-122.01,1.0
1160,7.4574,52.0,7.434163701067615,1.099644128113879,883.0,3.1423487544483986,34.06_-118.34,1.0
1161,1.9185,34.0,4.827868852459017,1.0655737704918034,1166.0,4.778688524590164,"33.92,-118.27",0.0
1162,1.3532,14.0,5.5597189695550355,1.3044496487119437,723.0,1.693208430913349,39.03;-122.91,0.0
1163,7.5112,23.0,7.280757097791798,1.0157728706624605,1001.0,3.1577287066246056,"34.14,-117.88",1.0
1164,3.1086,ten,7.329696024941543,1.4240062353858145,3208.0,2.500389711613406,33.72_-116.26,0.0
1165,1.1311,29.0,3.8753180661577606,1.1195928753180662,-460.0,3.312977099236641,32.67;-115.49,0.0
1166,3.7887,52.0,4.926724137931035,1.110632183908046,1584.0,2.2758620689655173,37.78;-122.46,1.0
1167,2.7198,26.0,5.866817155756208,1.1241534988713318,1332.0,3.0067720090293455,34.89;-117.01,0.0
1168,5.543,16.0,7.239737274220033,1.0328407224958949,1875.0,3.0788177339901477,33.2_-117.2,1.0
1169,2.0417,39.0,3.789762340036563,1.0347349177330896,1246.0,2.2778793418647165,"34.01,-118.31",0.0
1170,2.6364,22.0,3.5874125874125875,0.993006993006993,1254.0,2.1923076923076925,34.18_-118.43,1.0
1171,4.1167,18.0,5.466666666666667,1.1333333333333333,-454.0,6.516666666666667,33.73;-117.74,0.0
1172,2.625,sixteen,5.573248407643312,1.2802547770700636,300.0,1.910828025477707,36.96_-121.99,1.0
1173,3.5719,45.0,4.093943139678616,1.0877626699629173,1157.0,1.4301606922126082,34.07_-118.35,1.0
1174,6.8642,twenty-one,7.315545243619489,0.9535962877030162,1318.0,3.0580046403712298,37.94_-121.95,1.0
1175,8.7059,13.0,7.419354838709677,0.9124423963133641,703.0,3.23963133640553,37.93_-121.91,1.0
1176,3.9306,24.0,6.228915662650603,1.0421686746987953,951.0,2.8644578313253013,40.52_-122.39,0.0
1177,2.3594,26.0,4.978062157221206,1.0073126142595978,-412.0,2.424131627056673,40.47_-122.31,0.0
1178,3.18,twenty-eight,4.27,1.0325,1694.0,2.1175,"38.0,-122.54",1.0
1179,3.9722,17.0,20.900783289817234,3.608355091383812,999.0,2.608355091383812,38.93;-120.0,1.0
1180,3.9036,37.0,4.968023255813954,0.9680232558139535,-525.0,2.261627906976744,33.95_-118.13,1.0
1181,2.2188,50.0,4.925133689839572,1.0,420.0,2.2459893048128343,"40.88,-124.09",0.0
1182,2.1509,sixteen,4.264227642276423,1.1341463414634145,1252.0,2.5447154471544717,34.93_-120.44,0.0
1183,3.2396,24.0,7.9072847682119205,1.6291390728476822,414.0,2.7417218543046356,38.92;-120.02,0.0
1184,2.3654,34.0,5.590631364562118,1.1384928716904277,1150.0,2.3421588594704685,38.09;-120.56,0.0
1185,1.9074,twenty-six,4.26417704011065,1.1147994467496543,960.0,1.3278008298755186,33.77;-118.08,0.0
1186,3.2708,thirty-three,4.4319066147859925,1.1634241245136188,734.0,2.8560311284046693,34.0;-118.42,1.0
1187,6.0235,37.0,5.7150735294117645,0.9944852941176471,1566.0,2.8786764705882355,"37.24,-121.95",1.0
1188,15.0001,32.0,8.00286944045911,1.0803443328550932,1567.0,2.248206599713056,34.11;-118.4,1.0
1189,3.275,48.0,4.5,1.08984375,1273.0,2.486328125,"37.76,-122.48",1.0
1190,7.2628,21.0,6.1063829787234045,0.9297872340425531,1671.0,3.5553191489361704,33.86;-118.04,1.0
1191,4.4091,36.0,6.22672064777328,1.0364372469635628,671.0,2.716599190283401,37.62;-122.42,1.0
1192,2.9808,thirty-eight,5.670588235294118,1.1176470588235294,928.0,3.6392156862745098,36.79_-120.08,0.0
1193,1.4766,thirty-six,4.164383561643835,0.9863013698630136,842.0,3.8447488584474887,36.76_-119.74,0.0
1194,2.2794,52.0,4.023076923076923,0.9538461538461539,317.0,2.4384615384615387,34.03;-118.46,1.0
1195,2.6875,23.0,6.357446808510638,1.1702127659574468,678.0,2.8851063829787233,"36.27,-119.25",0.0
1196,1.9032,fifteen,4.3313953488372094,1.056201550387597,1376.0,2.6666666666666665,39.14;-123.21,0.0
1197,2.7143,16.0,6.385300668151448,1.244988864142539,-654.0,2.6792873051224944,39.88;-121.75,0.0
1198,1.9893,19.0,4.083499005964215,1.0944333996023856,2971.0,2.9532803180914513,"32.79,-116.97",0.0
1199,2.0417,thirty-four,4.76303317535545,0.9739336492890995,1501.0,3.556872037914692,38.64_-121.43,0.0
1200,9.4664,forty-five,7.593984962406015,1.0852130325814537,916.0,2.2957393483709274,34.06_-118.47,1.0
1201,1.3403,forty-three,4.2,1.1128205128205129,1213.0,3.1102564102564103,"34.0,-118.27",0.0
1202,3.25,twenty-nine,5.325259515570934,1.1903114186851211,556.0,1.9238754325259515,"32.68,-117.18",1.0
1203,4.25,28.0,5.653295128939828,0.9828080229226361,970.0,2.7793696275071635,"36.47,-121.74",1.0
1204,2.35,forty,3.971830985915493,0.8309859154929577,213.0,3.0,35.24_-118.99,0.0
1205,3.7557,16.0,6.282110091743119,1.1009174311926606,1259.0,2.8876146788990824,41.8_-124.17,0.0
1206,4.1544,nineteen,4.791666666666667,1.153225806451613,1639.0,2.202956989247312,"37.4,-122.08",1.0
1207,5.3261,thirty-eight,6.267515923566879,1.089171974522293,429.0,2.732484076433121,37.53_-122.3,1.0
1208,2.6842,eleven,5.746730083234245,1.1224732461355529,-627.0,2.7776456599286563,39.13_-121.65,0.0
1209,3.3333,41.0,3.422222222222222,1.0888888888888888,814.0,4.522222222222222,"34.05,-118.18",0.0
1210,1.5625,36.0,4.157534246575342,1.0616438356164384,483.0,3.308219178082192,36.74_-119.81,0.0
1211,2.2115,twenty,7.768115942028985,1.736231884057971,-220.0,2.6608695652173915,40.88;-123.53,0.0
1212,3.3889,32.0,4.0864864864864865,1.0594594594594595,1323.0,1.787837837837838,"34.03,-118.47",1.0
1213,6.4524,25.0,6.925925925925926,0.9290123456790124,937.0,2.8919753086419755,37.67;-121.88,1.0
1214,9.0243,14.0,7.876106194690266,0.9911504424778761,-174.0,3.3805309734513274,37.92;-121.99,1.0
1215,3.3776,twenty-three,3.789072426937738,1.0635324015247776,1317.0,1.673443456162643,34.43;-119.75,1.0
1216,5.399,34.0,5.35258358662614,1.0,965.0,2.933130699088146,"33.83,-118.34",1.0
1217,2.4063,thirty-five,4.977987421383648,1.069182389937107,933.0,2.9339622641509435,32.97_-115.53,0.0
1218,1.1696,fifty-two,2.436,0.944,1349.0,5.396,"37.87,-122.25",1.0
1219,3.1,30.0,4.977491961414791,0.9067524115755627,886.0,2.8488745980707395,"36.76,-119.73",0.0
1220,2.5313,35.0,4.167487684729064,1.041871921182266,1578.0,3.8866995073891624,"34.05,-118.31",1.0
1221,2.8068,24.0,4.391203703703703,0.9814814814814815,2225.0,2.5752314814814814,38.68;-121.79,0.0
1222,3.0079,twenty-five,4.170229007633588,1.0312977099236642,2758.0,2.1053435114503816,37.3;-121.97,1.0
1223,2.2227,thirty,5.278551532033426,1.0194986072423398,990.0,2.7576601671309193,"40.77,-124.17",0.0
1224,1.705,33.0,2.5114754098360654,1.137704918032787,918.0,3.0098360655737704,"34.1,-118.31",1.0
1225,1.2794,33.0,4.335968379446641,1.0039525691699605,627.0,2.4782608695652173,"37.11,-120.26",0.0
1226,4.9643,thirty-seven,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85_-122.24,1.0
1227,2.2188,thirty-eight,3.5743073047858944,1.035264483627204,1226.0,3.08816120906801,"38.13,-121.26",0.0
1228,2.2339,five,4.291297935103245,1.1113569321533923,3237.0,2.3871681415929205,"38.67,-121.36",0.0
1229,3.2545,nine,3.5186206896551724,1.1689655172413793,2609.0,1.7993103448275862,34.06_-118.44,1.0
1230,3.6437,2.0,3.319559228650138,1.2892561983471074,577.0,1.5895316804407713,37.78;-122.43,1.0
1231,8.7657,24.0,8.093117408906883,0.9878542510121457,759.0,3.0728744939271255,34.14;-118.85,1.0
1232,1.2475,52.0,4.075,1.14,1162.0,2.905,37.82;-122.27,0.0
1233,7.0329,eleven,7.450865051903114,1.065051903114187,9671.0,3.3463667820069203,33.97;-117.83,1.0
1234,5.8336,thirty-six,7.46,0.96,414.0,2.76,38.6;-121.37,1.0
1235,3.748,18.0,6.213,1.188,2679.0,2.679,"34.15,-119.23",1.0
1236,2.596,twenty-three,5.247844827586207,1.0398706896551724,2717.0,2.927801724137931,"35.32,-119.01",0.0
1237,3.069,twenty,5.2378318584070795,1.0763274336283186,-807.0,2.5508849557522124,33.73;-116.96,0.0
1238,3.0625,8.0,5.283194057567316,1.1039925719591457,2887.0,2.680594243268338,39.73;-121.79,0.0
1239,9.5561,twenty-seven,8.094936708860759,0.9810126582278481,891.0,2.819620253164557,33.91;-117.92,1.0
1240,2.0938,thirty-nine,5.260330578512397,1.0165289256198347,770.0,3.1818181818181817,32.72;-117.09,0.0
1241,4.8494,5.0,6.653132250580047,1.0812064965197217,2623.0,3.04292343387471,35.61;-117.66,0.0
1242,8.3996,fifteen,7.946778711484594,1.0476190476190477,2412.0,3.3781512605042017,37.56;-121.94,1.0
1243,6.1407,52.0,6.914285714285715,1.0505494505494506,1143.0,2.512087912087912,37.79;-122.49,1.0
1244,4.8382,45.0,5.4944444444444445,0.9666666666666667,504.0,2.8,"37.51,-122.25",1.0
1245,1.5938,thirty-six,5.537142857142857,1.177142857142857,732.0,4.182857142857143,37.29_-120.31,0.0
1246,5.844,26.0,6.334876543209877,0.9830246913580247,2072.0,3.197530864197531,33.82_-118.04,1.0
1247,6.6447,20.0,6.170940170940171,1.0213675213675213,2757.0,2.9455128205128207,"33.77,-118.31",1.0
1248,3.0208,twelve,6.1,1.211111111111111,209.0,2.3222222222222224,33.94;-116.71,0.0
1249,3.2121,37.0,4.617210682492582,1.0623145400593472,-849.0,1.9347181008902077,32.69_-117.18,1.0
1250,4.6923,44.0,5.322222222222222,1.0177777777777777,1287.0,2.86,33.96;-118.38,1.0
1251,3.996,thirty-six,6.257425742574258,1.0396039603960396,937.0,3.092409240924092,35.41;-118.97,0.0
1252,4.5491,34.0,7.397058823529412,1.4558823529411764,275.0,4.044117647058823,"34.36,-118.29",1.0
1253,2.5363,thirty,4.505235602094241,1.044502617801047,1878.0,4.9162303664921465,37.62_-121.02,0.0
1254,4.9957,twenty-two,5.718222222222222,1.0435555555555556,2703.0,2.4026666666666667,"33.75,-117.83",1.0
1255,2.0903,thirty-four,7.612359550561798,1.4719101123595506,434.0,2.438202247191011,41.79;-120.08,0.0
1256,4.3162,14.0,6.048109965635739,1.0378006872852235,1748.0,3.0034364261168385,35.45;-119.03,0.0
1257,4.7788,thirty-one,6.422932330827067,1.0018796992481203,1245.0,2.3402255639097747,32.79;-117.2,1.0
1258,2.227,30.0,3.7037037037037037,1.0980392156862746,1719.0,3.7450980392156863,34.06_-117.76,0.0
1259,2.9338,eighteen,2.866228070175439,0.9671052631578947,884.0,1.9385964912280702,34.0_-118.41,1.0
1260,1.5132,37.0,4.141129032258065,1.0403225806451613,-89.0,3.3225806451612905,"33.93,-118.24",0.0
1261,9.4667,thirty-two,7.325757575757576,1.0378787878787878,1558.0,2.9507575757575757,34.17_-118.02,1.0
1262,6.5285,19.0,6.894915254237288,0.976271186440678,852.0,2.888135593220339,"37.67,-121.89",1.0
1263,2.45,twenty-one,3.8515625,1.2604166666666667,658.0,1.7135416666666667,32.78_-117.25,1.0
1264,5.779,thirty-nine,6.309255079006772,1.0474040632054176,1183.0,2.670428893905192,"37.53,-122.32",1.0
1265,3.8019,13.0,6.7625628140703515,1.3442211055276383,1880.0,2.3618090452261304,35.55;-121.14,1.0
1266,3.2596,25.0,5.227926078028747,1.002053388090349,1338.0,2.747433264887064,"34.54,-117.3",0.0
1267,1.2634,twenty-eight,3.272727272727273,0.9795454545454545,2178.0,4.95,36.34;-119.29,0.0
1268,2.0658,34.0,5.938144329896907,1.2061855670103092,363.0,3.7422680412371134,"36.56,-119.64",0.0
1269,2.1806,52.0,5.193846153846154,1.0369230769230768,853.0,2.624615384615385,37.84_-122.27,0.0
1270,1.9923,forty-one,3.279373368146214,1.0626631853785902,855.0,2.2323759791122715,34.15;-118.14,1.0
1271,3.1917,six,7.058011049723757,1.441988950276243,1938.0,2.6767955801104972,34.57_-117.1,0.0
1272,3.1304,forty-two,4.073717948717949,0.9647435897435898,574.0,1.8397435897435896,"34.0,-118.47",1.0
1273,2.0242,fifty-two,5.672131147540983,1.209016393442623,561.0,2.2991803278688523,38.55;-121.47,0.0
1274,3.2059,52.0,3.4479465138490926,1.2282712511938874,1504.0,1.4364851957975167,37.79_-122.41,1.0
1275,2.5179,eighteen,5.536231884057971,1.855072463768116,194.0,2.8115942028985508,32.84_-116.28,0.0
1276,1.5608,31.0,3.971502590673575,0.9352331606217616,1518.0,3.9326424870466323,"36.4,-119.1",0.0
1277,8.4882,twenty-seven,6.945945945945946,0.972972972972973,315.0,2.8378378378378377,"38.75,-121.16",1.0
1278,4.6312,thirty,5.377567140600316,1.09478672985782,1794.0,2.8341232227488153,"37.3,-121.98",1.0
1279,2.5395,23.0,5.076980014803849,1.1361954108068097,-59.0,2.520355292376018,33.64;-117.35,0.0
1280,2.3125,thirty-seven,3.897727272727273,1.0363636363636364,2052.0,4.663636363636364,34.06_-118.19,0.0
1281,2.4922,31.0,5.011811023622047,1.031496062992126,686.0,2.7007874015748032,33.93;-117.43,0.0
1282,2.5949,12.0,4.385895404120443,1.1362916006339143,3112.0,2.4659270998415215,32.82_-116.95,0.0
1283,2.1429,fifty-two,5.502923976608187,1.0760233918128654,414.0,2.4210526315789473,"37.98,-121.28",0.0
1284,4.975,30.0,8.28,1.08,-16.0,2.74,37.75_-122.13,1.0
1285,2.9583,twenty-three,7.121951219512195,1.3658536585365855,92.0,2.2439024390243905,38.9_-122.6,0.0
1286,2.7234,forty-four,5.810218978102189,1.0602189781021898,1399.0,2.552919708029197,38.01;-121.8,0.0
1287,2.7644,24.0,6.204166666666667,1.1520833333333333,1370.0,2.8541666666666665,40.55;-124.09,0.0
1288,3.5414,22.0,3.728847245883021,1.0448608745031231,-145.0,2.0386144236229415,"33.84,-118.35",1.0
1289,6.9935,22.0,6.9826451226810295,1.0353081986834232,4054.0,2.4260921603830043,34.14_-118.82,1.0
1290,2.0469,ten,4.786290322580645,0.9516129032258065,728.0,2.935483870967742,"40.45,-122.31",0.0
1291,1.875,thirty,5.668949771689498,1.3082191780821917,1172.0,2.675799086757991,"34.17,-117.3",0.0
1292,3.1779,sixteen,4.636165577342048,0.9607843137254902,1860.0,4.052287581699346,38.04_-121.29,0.0
1293,3.3989,25.0,3.8832913518052057,1.0973971452560873,1739.0,1.4601175482787574,"34.08,-118.38",1.0
1294,2.55,thirty-eight,4.438356164383562,0.958904109589041,268.0,3.671232876712329,34.0_-118.41,1.0
1295,1.7734,forty-three,4.523809523809524,1.1428571428571428,2133.0,3.627551020408163,33.97_-118.29,0.0
1296,3.8105,fifty-two,6.098765432098766,1.0534979423868314,1114.0,2.292181069958848,36.77_-119.8,0.0
1297,1.9906,twenty-nine,8.970967741935484,1.9903225806451612,890.0,2.870967741935484,38.88_-122.72,0.0
1298,1.875,forty-eight,3.4025974025974026,0.9956709956709957,917.0,3.9696969696969697,32.7;-117.13,0.0
1299,1.5069,thirty-two,4.145833333333333,1.0208333333333333,1282.0,3.8154761904761907,35.88;-119.27,0.0
1300,7.7197,twenty-six,6.0,1.0,-27.0,2.375,"38.0,-122.49",1.0
1301,6.3314,27.0,6.490998363338789,0.9443535188216039,1657.0,2.7119476268412437,38.01;-122.55,1.0
1302,2.3917,10.0,6.589686098654709,1.3565022421524664,1167.0,2.616591928251121,"35.27,-118.34",0.0
1303,3.25,28.0,5.979674796747967,1.0528455284552845,673.0,2.7357723577235773,39.55_-122.18,0.0
1304,6.7857,16.0,7.730538922155689,0.9660678642714571,-183.0,2.8962075848303392,37.79;-121.97,1.0
1305,4.3125,46.0,6.135135135135135,0.963963963963964,531.0,2.391891891891892,33.83_-118.17,1.0
1306,2.4653,thirty-eight,4.130681818181818,0.9829545454545454,559.0,3.1761363636363638,"36.21,-119.1",0.0
1307,6.3516,40.0,5.943231441048035,1.0480349344978166,559.0,2.441048034934498,"34.01,-118.45",1.0
1308,3.25,39.0,4.503205128205129,1.0737179487179487,1109.0,1.7772435897435896,34.06;-118.36,1.0
1309,2.6944,19.0,5.439363817097416,1.091451292246521,1432.0,2.8469184890656063,"36.08,-119.03",0.0
1310,1.8438,35.0,4.623853211009174,1.1559633027522935,323.0,2.963302752293578,37.74;-122.18,0.0
1311,0.7403,thirty-seven,4.491428571428571,1.1485714285714286,1046.0,2.9885714285714284,"37.96,-122.37",0.0
1312,5.0762,eleven,5.91554054054054,1.0675675675675675,765.0,2.5844594594594597,"35.54,-117.84",0.0
1313,6.4559,16.0,7.641160949868074,1.0659630606860158,1165.0,3.073878627968338,"34.15,-117.64",1.0
1314,4.6328,30.0,5.064766839378239,1.005181347150259,999.0,2.588082901554404,37.35;-121.97,1.0
1315,3.2604,30.0,5.551020408163265,1.0816326530612246,-199.0,3.6122448979591835,"37.61,-120.76",0.0
1316,7.4046,forty-seven,7.031347962382445,1.0626959247648904,911.0,2.8557993730407523,34.18_-118.28,1.0
1317,3.0926,6.0,3.67351598173516,1.0833333333333333,2295.0,2.6198630136986303,"34.24,-118.52",1.0
1318,6.0738,26.0,6.014018691588785,0.9672897196261683,-756.0,2.560747663551402,37.24_-121.93,1.0
1319,3.7109,thirty-five,4.912332838038633,1.0104011887072808,1742.0,2.588410104011887,33.95;-117.39,0.0
1320,2.6458,ten,4.360526315789474,0.9447368421052632,958.0,2.5210526315789474,"36.71,-119.57",0.0
1321,6.5253,twenty-four,7.28125,1.00625,-327.0,2.846875,"38.03,-122.57",1.0
1322,4.7009,31.0,5.011904761904762,1.0476190476190477,1046.0,2.0753968253968256,34.01;-118.43,1.0
1323,3.3661,thirty-one,5.58648111332008,1.0298210735586482,1640.0,3.2604373757455267,38.05_-121.98,0.0
1324,1.474,35.0,3.621700879765396,1.0821114369501466,1246.0,3.653958944281525,36.34_-119.29,0.0
1325,3.1111,seven,5.3067846607669615,1.0339233038348083,2080.0,3.0678466076696167,"36.35,-119.28",0.0
1326,2.4524,41.0,5.340116279069767,1.188953488372093,1430.0,4.156976744186046,34.13;-117.32,0.0
1327,2.0672,37.0,2.8308431163287087,1.056563500533618,-484.0,2.0784418356456777,"34.1,-118.3",1.0
1328,2.75,thirteen,5.275204359673024,1.0463215258855585,1158.0,3.155313351498638,"37.32,-120.5",0.0
1329,2.2917,29.0,7.257142857142857,1.2428571428571429,481.0,3.4357142857142855,"36.05,-119.27",0.0
1330,8.2673,twenty-one,7.539614561027837,0.9571734475374732,1396.0,2.9892933618843682,37.87_-122.03,1.0
1331,1.6073,14.0,4.321951219512195,1.0808362369337978,5561.0,3.8752613240418117,36.74_-119.73,0.0
1332,2.9937,twenty-seven,5.33806146572104,1.0094562647754137,1076.0,2.5437352245862885,36.79_-119.77,0.0
1333,2.6803,fifty-two,4.278688524590164,0.9979508196721312,1082.0,2.2172131147540983,37.76;-122.42,1.0
1334,2.6827,16.0,5.93993993993994,1.1261261261261262,961.0,2.885885885885886,"40.32,-122.42",0.0
1335,5.2534,31.0,5.425383542538354,0.9916317991631799,1898.0,2.6471408647140864,37.31;-121.96,1.0
1336,3.5403,26.0,5.159914712153518,1.1343283582089552,1383.0,2.9488272921108742,33.94;-117.42,0.0
1337,3.3929,twenty-eight,5.673960612691466,1.0656455142231946,1365.0,2.9868708971553612,"38.22,-121.24",0.0
1338,3.125,6.0,3.8095238095238093,0.7619047619047619,66.0,3.142857142857143,"35.24,-119.01",0.0
1339,6.4385,twenty-four,5.693726937269373,0.948339483394834,824.0,3.040590405904059,"34.04,-118.09",1.0
1340,3.7039,39.0,4.9070967741935485,1.04,1567.0,2.0219354838709678,32.74_-117.17,1.0
1341,7.5557,36.0,7.743396226415094,1.0830188679245283,699.0,2.637735849056604,32.73;-117.23,1.0
1342,1.9732,forty-seven,4.961038961038961,1.0746753246753247,864.0,2.8051948051948052,33.98_-118.32,0.0
1343,1.6515,37.0,4.050675675675675,1.1858108108108107,782.0,2.641891891891892,34.9;-117.02,0.0
1344,1.1185,52.0,2.60893098782138,1.1312584573748308,2124.0,2.8741542625169147,37.78_-122.41,0.0
1345,3.7813,21.0,4.615176151761518,0.907859078590786,902.0,2.4444444444444446,32.81;-117.22,1.0
1346,4.1471,32.0,4.702702702702703,0.9864864864864865,567.0,2.554054054054054,33.96;-118.41,1.0
1347,6.3824,41.0,5.42483660130719,0.8888888888888888,353.0,2.30718954248366,"37.45,-122.27",1.0
1348,1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82;-122.27,0.0
1349,2.6667,fifty-two,4.68,1.08,308.0,4.1066666666666665,37.76_-122.41,1.0
1350,2.6319,15.0,4.877729257641922,1.056768558951965,551.0,2.406113537117904,39.02_-120.83,0.0
1351,9.8144,thirty-five,7.024271844660194,0.9951456310679612,619.0,3.004854368932039,"37.35,-122.07",1.0
1352,3.821,39.0,4.5353625783348255,1.1566696508504923,1915.0,1.7144136078782453,33.55;-117.79,1.0
1353,6.3427,fifteen,8.166666666666666,1.0757575757575757,287.0,4.348484848484849,33.71;-117.9,1.0
1354,1.852,40.0,3.9678638941398865,1.1323251417769375,2311.0,4.368620037807183,"34.0,-118.27",0.0
1355,4.0125,twenty-nine,5.720268006700167,1.0569514237855946,1527.0,2.557788944723618,35.44;-119.02,0.0
1356,6.194,twenty-seven,6.813218390804598,1.1135057471264367,1682.0,2.4166666666666665,34.24;-119.29,1.0
1357,1.7639,twenty-one,5.417607223476298,1.0948081264108351,1109.0,2.5033860045146725,"41.81,-122.53",0.0
1358,1.6534,44.0,4.487804878048781,1.0278745644599303,723.0,2.519163763066202,36.96;-120.06,0.0
1359,2.4866,26.0,4.671610169491525,1.0127118644067796,1730.0,3.6652542372881354,"37.96,-121.25",0.0
1360,6.2344,fifty,5.826254826254826,1.1235521235521235,690.0,2.664092664092664,"34.06,-118.38",1.0
1361,8.5938,forty-three,7.559686888454012,1.050880626223092,1398.0,2.735812133072407,34.04;-118.4,1.0
1362,10.5793,16.0,7.75,1.0625,567.0,2.7259615384615383,37.27;-122.06,1.0
1363,12.2547,38.0,7.0588235294117645,0.8529411764705882,63.0,1.8529411764705883,37.85;-122.49,1.0
1364,2.8493,36.0,5.853018372703412,1.094488188976378,1395.0,3.661417322834646,33.89_-118.26,0.0
1365,3.0265,fifty-two,4.3743676222596966,1.048903878583474,1421.0,2.396290050590219,"37.78,-122.46",1.0
1366,3.0806,52.0,6.1931034482758625,1.0413793103448277,1152.0,2.6482758620689655,40.54_-124.23,0.0
1367,2.25,seven,4.855450236966824,1.1421800947867298,1387.0,3.286729857819905,35.99_-120.12,0.0
1368,7.7846,26.0,7.663646659116647,1.0226500566251415,-774.0,2.915062287655719,34.17_-118.64,1.0
1369,2.0,31.0,3.8943758573388205,1.0864197530864197,2390.0,3.2784636488340193,"33.95,-118.29",0.0
1370,4.875,33.0,5.630597014925373,1.1305970149253732,-359.0,2.791044776119403,37.44_-122.12,1.0
1371,2.8512,25.0,3.431693989071038,1.0091074681238617,1337.0,2.435336976320583,"33.91,-118.35",1.0
1372,4.642,7.0,4.854503464203233,1.1339491916859123,2381.0,1.8329484218629715,"34.15,-118.47",1.0
1373,2.2462,52.0,5.692634560906516,1.1671388101983002,1728.0,2.4475920679886687,"41.32,-122.09",0.0
1374,5.0756,52.0,5.4010507880910685,1.042031523642732,1324.0,2.318739054290718,37.58;-122.36,1.0
1375,10.7309,52.0,7.850364963503649,1.0218978102189782,762.0,2.781021897810219,37.73;-122.47,1.0
1376,7.2211,twenty-three,7.557077625570776,1.0182648401826484,706.0,3.223744292237443,37.68;-121.92,1.0
1377,5.0362,twenty-nine,6.110112359550562,0.9786516853932584,2310.0,2.595505617977528,37.91_-122.03,1.0
1378,3.9856,fifty-two,3.4547413793103448,1.0495689655172413,727.0,1.5668103448275863,"37.8,-122.44",1.0
1379,2.3571,17.0,4.612403100775194,1.065891472868217,1113.0,4.313953488372093,32.73;-115.52,0.0
1380,10.9506,20.0,7.6104651162790695,1.069767441860465,514.0,2.988372093023256,37.64_-121.88,1.0
1381,5.1084,twenty-five,6.487025948103793,1.089820359281437,1452.0,2.8982035928143715,33.94_-117.94,1.0
1382,2.5139,forty-three,4.561290322580645,0.9483870967741935,417.0,2.6903225806451614,37.74_-122.19,0.0
1383,1.8929,forty-three,3.3625866050808315,1.0254041570438799,2098.0,4.8452655889145495,34.01;-118.24,0.0
1384,2.3304,26.0,1.8247191011235955,1.1393258426966293,628.0,1.4112359550561797,"37.78,-122.42",1.0
1385,4.5167,26.0,5.2593856655290105,0.9778156996587031,1590.0,2.7133105802047783,34.23_-118.5,1.0
1386,2.9052,52.0,3.6545209176788123,1.0283400809716599,1460.0,1.9703103913630229,37.75_-122.42,1.0
1387,1.5615,thirty-eight,4.282918149466192,1.1209964412811388,1774.0,3.1565836298932384,33.94_-118.29,0.0
1388,8.4888,30.0,5.954113924050633,1.134493670886076,1292.0,2.0443037974683542,37.9;-122.45,1.0
1389,2.4559,39.0,4.875502008032129,1.0040160642570282,660.0,2.6506024096385543,39.21;-122.01,0.0
1390,2.2407,38.0,5.219858156028369,1.0815602836879432,670.0,2.375886524822695,35.35;-119.02,0.0
1391,11.4233,21.0,7.138783269961977,0.9980988593155894,-653.0,2.838403041825095,34.06;-118.54,1.0
1392,1.3386,twenty,4.784386617100372,1.1524163568773234,954.0,3.546468401486989,"36.87,-120.46",0.0
1393,10.3354,five,8.8300395256917,1.0118577075098814,894.0,3.533596837944664,32.91;-117.07,1.0
1394,4.0965,23.0,4.596984924623116,1.4301507537688443,1624.0,1.6321608040201006,34.14;-118.32,1.0
1395,1.7467,41.0,4.60062893081761,1.0660377358490567,1066.0,3.352201257861635,"35.37,-118.96",0.0
1396,1.5357,35.0,4.810495626822157,1.1370262390670554,1145.0,3.3381924198250728,35.34_-119.02,0.0
1397,2.8611,31.0,4.385767790262173,1.202247191011236,603.0,2.258426966292135,33.03;-117.33,1.0
1398,2.3355,18.0,5.711722488038277,1.0598086124401913,1868.0,2.2344497607655502,33.97_-117.01,0.0
1399,2.4728,18.0,5.3494055482166445,1.1030383091149274,4476.0,2.956406869220608,36.74;-119.71,0.0
